,Text,Emotion
27125,I feel compelled to say that this is the first mobile phone I've had that can successfully pick up @KissFMUK in cardiff!  ,joy
27126,☺ RT @HSCordero: Can't help but feel overwhelmed with joy today. #happiness #goodday,joy
27127,Both were crestfallen after Stevie 's erratic performance on the 17th . ,sadness
27128,If you could pick one song that best reflects your life at this moment what would it be?....   #god,joy
27129,"He turned a livid , stubbled face to the crowd . ",anger
27130,Actually gonna go be responsible and study for my spanish test -_-,joy
27131,"How on earth , when her heart was thumping and her body drowning in a wave of heat , could she stay angry at him ? ",anger
27132,@darlingtika lol yeah I totally meant you (see what I dud there?),surprise
27133,"@cyberkamote @michivalmadrid @toooniiieee @myckle  hey guys, wag kalimutan gift nyo sakin sa sunday ha! #pabaon nyo...hehe thanks.",joy
27134,Talking about snakes.,fear
27135,Time for a  bro ..lol RT @MasukuAndile: Toilet leak sorted this weekend... ,joy
27136,Encouragement: the Lord is your helper. Do not fear. What can man do to you? Hebrews 13:6.   #justsaying #Jesus,joy
27137,Making bows for christmas ,joy
27138,Eye appointment time. ,joy
27139,Seb reached Burford in a state of high excitement only to find that Superintending Constable Aplin was in London . ,joy
27140,@ItsMelanieAmaro OMG no all my family got to it before i had a chance and it was my birthday cant believe i missed out ,sadness
27141,Watching a horror film.,fear
27142,@blairbernhardt it sucksssss. guess I'm getting coal from her for christmas ,joy
27143, That ’ s weird . ,sadness
27144,i still remember when i first met salma.. she thought i was a mean lemon :( ...laneisha did too.. ,sadness
27145,@shanedawson: I had no idea that you had a girlfriend. It's sad that it ended ): I'm sorry..  :/ That video almost made me cry )': ,sadness
27146,"When you make the Lord your joy, the desires that grow in your heart are usually the ones the He plants. ",joy
27147,Having to not tweet things because the person they are about will see ,surprise
27148,So proud of all the productivity me and @RainbowLushh accomplished this weekend! It was unexpected! #miracle,surprise
27149,There will be a parade to celebrate National Day this weekend . ,neutral
27150,@michaelianblack is going to be at The National tonight. Guess who's not going to be at The National tonight? Me. ,sadness
27151,hahahahahRT @danecook: I just shit my pants. Pure 100% gravy. ,joy
27152, u just show up without me knowing u r coming! ,surprise
27153,"@clairelise95 hahaha, love that tweet. Ha, why do we hate him so much....",disgust
27154,"And one violent emotional breakdown later, looks like it's back to the studying. I feel like such an angsty teenager.  #ANGST",sadness
27155,When I lost my driving license because I had been driving while under the influence of alcool.,anger
27156,"Cycling in the spring sunshine gives me such delight.  Happiness is to be healthy, my wonderful finance.  Simply being here on earth.",joy
27157," Come on the most exotic were the most delicious, McGraw's Spicy Jalapeño, Dirty Mexican Chicken, Chutney (in South Africa)",joy
27158,"@JaimelynArmy Ahhh, that's amazing!!!!!  I don't know any guys who can sing... well, one... but he's not the greatest person... :(",sadness
27159,@pgaleota @blissmag @lisabowhorse @TheBodyShopUK Haha I could spend all day on it! So much fun! X,joy
27160,   Infiltration in our lives. The illusion of so we accept their political Solutions.,fear
27161,A friend's brother died.,sadness
27162, Why not ? ,neutral
27163,I just want to throw things. I want to drink alcohol and throw the empty bottles at walls and people I hate.  ,anger
27164,Lmaooo @ this lady getting cheesed cause the man is crying. ,sadness
27165,"Good to see you up and walking around, and the you have b/c you don't have a physical hindrance to preaching His name! @TyGuice",joy
27166,I wish I lived on the West Coast so it would be 3 hours earlier and it would be 7:35 p.m. instead of 10:35 p.m. ,sadness
27167,Six chapter of Economics to study for tomorrow's final ,joy
27168,"So like, my mom's birthday is on December 10. I dunno what I should give her so I asked my bro &amp; he almost told it to my mom -.- ",surprise
27169,Headed to  for a loaner phone.... R.I.P. Blackberry...love you long time ,sadness
27170,"Eu lendo um trecho de um artigo de terror aki e de repente surge (não do além, mas da casa do vizinho) um barulho de uma furadeira. ",fear
27171,hanging out with my mom and meme :) all that's missing is cals! ,sadness
27172,Black Friday was crazy! ,joy
27173,Derby County 's grief at the foot of the first division continues as they went down two one at Crystal Palace . ,sadness
27174,This cat is hooping in a famous hat &amp; fila's . ,disgust
27175,My bed sheet (present of my parents) damaged by roommate.,anger
27176,@matt_reeves10 I hate this class. I hate school. I hate Mr. Pruitt! Learn to talk! Go kill yourself. writing,anger
27177,"Wow. In a few hours, the number of peoplee in my housee will increase by sevenn. ",joy
27178, This one ? ,neutral
27179,"I received a phone call from a high school friend whose younger sister studied with me at the University and gave me a lift every morning. She was going to get married to a guy whom I knew too and who had died when he fell from a building, I was afraid to lose somebody since I had already lost a brother in an accident.",fear
27180, Aug 8 . ,neutral
27181,@AshleighBee Laundry. Preppin for trip to Florida next week. Too bad it's only for business.,joy
27182,Amazing how you can be sad and so happy about one thing simultaneously. #godsgrace,joy
27183," School . Since I was working part time , I had a difficult time keeping up with class . Now that we have exams coming up , I'm totally freaking out . ",fear
27184,Time to make coffee for 8 hours ,joy
27185,When a girlfriend left me.,sadness
27186,Observe without judging and find greater peace and ,joy
27187,Finally finished with matric and now I have to wait at school till 3 for a lift home... wtf ,sadness
27188,@JENNwhatEVlouis. HAPPY BIRTHDAYYYYYYYYYYYY!!!!!!!!!!!!!!!!!!! Screw the doctor I'm throwing on back for you today!!!!!!!! lol,surprise
27189,K I'm going to sleep now..lotta work to do in the morning. Essay &amp; Study -_-  Goodnight all ♥,joy
27190,"Está quase tudo pronto para a , agora só falta eu comprar aquele chapéu de bruxa para a festa de halloween que irá ter lá .",joy
27191,"Just like trippers heading for the Isle of Wight , they had packed their picnic baskets and sat chatting on deck as their excited children played . ",joy
27192, Thank you . ,neutral
27193,Ah!! I LOVE man deodorant! I didn't know other girls did too :') RT @Loislikewoahhh: Man deodorant ,joy
27194,The patient whom I expected to get well suddenly passed away after he showed had his meals.,anger
27195,"Yet the dog had grown old and less capable , and one day the gillie had come and explained with great sorrow that the dog had suffered a stroke , and must be put down . ",sadness
27196, Yes . ,neutral
27197,So um .. I can't move my foot . ,joy
27198,&quot;Have you ever looked fear in the face &amp; say I just don't care?&quot;. My answer is EVERYDAY! love within kills the fear @Pink #love #light,fear
27199,After each successfully passed exam I am happy.,joy
27200,So sad leaving NY Im going to miss my family my grandma.  :(,sadness
27201,I felt it at the same time when I felt disgust.,fear
27202,Why do girls die there hair so blonde its white ,disgust
27203,"don't believe the lies, look me in my eyes. please don't be scared of me. ",fear
27204,"Breathing radiance out 360deg; smiling Joy, Love, Harmony &amp; sending it out on waves of thought/feeling. #Love",joy
27205,i'm not gonna tell my parents or sister when i'm coming home ;D ,surprise
27206," No , I am single . ",sadness
27207,Cheeky full English in a cheeky cafe with @HazzObezz ,joy
27208,The sun was shining the next morning but the brightness of the day did nothing to dispel Eline 's feelings of dejection . ,sadness
27209,The RWU coach would make a surprise appearance when I play like poop. ,joy
27210,"When two female classmates and I were having lunch, we chatted and  cracked jokes, I was very happy.  However, I felt that I may have  said something inappropriate which might cause them to have a bad  impression of me.",joy
27211,Counting down the days until you graduate and I never have to see your strange crazy self ever again if I don't want to. ,anger
27212,@zaynmalik I was so happy to hear ur touring in America :D but not on the west coast :( ,sadness
27213,So many little white blocks and chinese writing on my TL that I don't understand #TeamBlackberry,sadness
27214,gotta get up in 6 hours to ride a plane ,joy
27215,@SHAYL0VE  is loving my thanksgiving right now!!! While I'm at a football game ,joy
27216, why do I always run into the same gross student? ,disgust
27217,"@_marionnette Non, c'est pas drôle. JONGHYUN DOIT DOMINER. Mais j'ai trouvé un moyen pour te faire te calmer.......... ",surprise
27218,Hair done. Feeling Fresh! ,joy
27219,Ryan fitzpatrick got the rock ross beard da beard,fear
27220,@J_cabs2 lmao tehe but anywayss yeah whatever its no problem lol ill just do the homework from friday and youll copy it tmwrrr aight?,anger
27221,Oh my lord  is so good tonight &amp; yet so wrong @chefanneburrell or @gzchef is going home. I knew this moment would come ,sadness
27222,"Taking as his theme the great rivers of the world , the Ganges , the Jordan , the Mississippi , the Clyde -- and of course the Boyne -- he weaves a tapestry evoking both sorrow and joy . ",sadness
27223,laatste dingetjes doen en dan ben ik eindelijk klaar ,surprise
27224,Today I spent 15minutes getting ready and 15 ranting about my brother eating my advent calender. ,anger
27225,Waiting for my marks in a difficult subject.,fear
27226,A boy I look after for the probation service deliberately offended to provoke a reaction from the police.,sadness
27227,Driving home for Gran's surprise 90th birthday.Almost crushed to death on M1 by John Lewis truck nearly forcing us into barrier. ,surprise
27228,Celebrate today. It's pink! &lt;3,joy
27229,When I left my boyfriend. I found another girl at his home but he did nothing to relieve the situation.,sadness
27230,Mummy is tutoring Aunty in &quot;Being a Nazi parent 101&quot;. ,joy
27231,"I love you i love your name i love the way u look at me i love your gorgeous smile you brighten my day, and your not even mine. ",sadness
27232,Time to sit in traffic... ,joy
27233,Loving this last day if the week feeling ;D ,joy
27234,I've a funny feeling the  I painstakingly planned for tomorrow is going to fail.... Too many IT issues today #dayoffruined,fear
27235," No , sir . ",neutral
27236,And yesterday his heartbroken wife Jane slammed police for failing to find him after she raised the alarm 48 hours earlier . ,sadness
27237,secretly learning a song on the piano. my parents will crap themselves when I preform for them Christmas day #cheapgift,surprise
27238, en @Univision is making me cry   of ,joy
27239, No . ,neutral
27240,@claudia___ ew. if you got some rare ITS certificate then chances are my Business 2 one will be in the letterbox ,joy
27241,puting up the christmas tree with my sister! ,joy
27242,When my girlfriend left me.,sadness
27243,Unless she bust in n yell RT @XtineSade: Raven wnt be back all day so i dnt gotta wear clothes around the room. #winnin like a mf!,surprise
27244,Im so tired. Then i got work and a long night tonight. #grandtime,joy
27245,@dhembzie girl ng'message ako sa fb mo .i'view mo huh.,surprise
27246,"Ending my night on a bad note, which probably means ill be in a bad mood in the morning. ",joy
27247,"My roomie took my favorite necklace last night and hid it, now I can't find it ",sadness
27248,My manager is awesome and my dm is a good boss but my coworkers are a bunch of a$$&amp;oles. ,anger
27249,"Le sigh. TwitPic, like most technology, is beyond me. But I want to show ma twitfriends ma ink. ",sadness
27250, The moment you realize the books you were gonna sell back are rented and you don't own them,sadness
27251,"When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is.",joy
27252,"In their communiqu , the finance ministers could usefully point out that the current despair  over eastern Germany is overdone . ",sadness
27253,"Dan pasti akan sadis, semoga semuanya akan sadis..sukses Mr. Sadiss RT @triadinr: Menunggu email sadis dari band sadis ...",surprise
27254,"Oh great, Ljubljana is already hooked up with december's tasteless kitsch. ",joy
27255,"If Frank Iero taught me anything, it's that people really should lock their lockers more.  #Bwaha",surprise
27256," You should change your attitude , or you will not pass the course . ",neutral
27257,"However, I have to revise 2 papers, write a 2 page paper, &amp; make notecards for finals. #not oh well #readytotakeonfinals :)",joy
27258, We'll get to go fishing at the river . I hate fish . ,sadness
27259,"` You think of everything , don't you ? "" she said with a delighted smile . ",joy
27260,"My boyfriend left me for Germany today, I won't see him for 2 months  ",sadness
27261,"He became very depressed for some time before he could reassess himself , start to use his considerable abilities and begin courting his wife again . ",sadness
27262,Robbie 's exasperation found vent . ,anger
27263,Left alone in dark when young.,fear
27264, What ? ,neutral
27265,"Bang on cue , she strode out on to the stage , feeling none of the terror that had crippled her last performance , the excited cheers of the children bringing a beaming smile to her face . ",joy
27266,"Far from experiencing simple gratitude , such children will most likely feel terribly torn and anxious when faced with their foster parents ' offer of affection . ",fear
27267,"my sister got this purse, It smell like straight up KITTY LITTER. ",disgust
27268,@chazcalibur holly moley I can't remember the last time!! ,sadness
27269,@matteacelliott lmfao um BYE no party for you..,surprise
27270,Living in is not understanding that w/ Christ there is the promise of a new start... letting go of fear is holding on to Christ.,fear
27271,Gonna learn to how skin a deer. ,joy
27272,Looks like I'll be at school for 2 more hours today.. #finalsblow,joy
27273, Which link ? ,neutral
27274,I am soo blown away by the faithfulness of Jesus!!! Three girls from Woodlawn High encountered and received Jesus tonight @220 service!!,joy
27275,Time to get back to work ,joy
27276,"«@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less»",fear
27277,@AlecBaldwin @jakenumerouno looks like he's crashing at his parents who gave up his old room for the family dog. management needed,anger
27278,I love not telling my parents when I'm coming home so when they come home I'm sitting on the couch watching TV like &quot;hey whats up&quot; ,surprise
27279,Woke up to a partially flooded house due to an aquarium that went awry in the middle of the night. Now in the midst of damage control. ,joy
27280,"To her delight he even took to discussing his work with her , and Leonora listened , rapt , utterly fascinated by glimpses of the other , professional Penry Vaughan she secretly found so impressive . ",joy
27281,I realized that a fellow member had grown spiritually.  I was the leader of a spiritual group and had prayed for him.  He did not want to burn the incense but his mother forced him to do it.  Finally his mother told him that he could discontinue if he got good results at school.,joy
27282,"` I don't ask about your private affairs , now do I ? "" he said , in a mildly affronted tone . ",anger
27283,I'M STILL NOT GONNA BE MAD LOL ......GOD IS 2 GOOD AND LIFE IS 2 GOOD NO MATTER WHAT HAPPENS THERE'S A POSITIVE IN EVERY NEGATIVE..... ,joy
27284,"As it was , I felt thrilled to be walking on the same ground that young Thomson had trodden long before . ",joy
27285,City fans are still livid over the clash with Bull that led to skipper Steve Walsh 's sending off in the 3-0 defeat at Molineux three weeks ago . ,anger
27286,"To me that puts us in a difficult position when trying Germans , whose crime was obeying their superiors "" orders , whatever our horror at what those orders led to . "" ",fear
27287,Gonna go have breakfast @ paul !!!! YEEAAH BABY :'D ☀♪☀ ,joy
27288,@TaylorSayles ive been alone ill probably never find someone who can handle me,joy
27289,Happy birthday to the man @stoody21  ,surprise
27290,Daily freak out. Several hours early. ,joy
27291, What time is the right moment ? ,neutral
27292,When my husband and I decided to take a few days holiday after a particularly trying period.,joy
27293,She closed her eyes to hide her revulsion as he pressed his open mouth against hers and began fumbling with the buttons of her bush shirt . ,disgust
27294,Damn... i thought we were friends...but i really don't you like bitch Haha ,surprise
27295,A bunch of coaching paper work all night ,joy
27296,"Not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
27297,When I was admitted to a certain school as a student.,joy
27298,@jessylikewhoa we'll see! haha :) maybe ill buy one. or just wear cute clothes. ,surprise
27299,We bring our Christmas tree home (live) and the dog starts peein on it. ,surprise
27300,"How does my sister get @jwinno, @cambo97, @MadisonPettis22 and all those people to follow her D: ",sadness
27301,"I'm sorry that I hate you right now. I'm sure I'll get over it. It seems to be helping me live, believe it or not. #FEELIT #rawr!",anger
27302, Are your free this weekend ? ,neutral
27303,@SabinaGuzzanti ed io vorrei un mondo senza guerre..La chiesa ha più potere oggi di quanto lo avesse con i precedenti governi &amp; #shame,fear
27304,"For a few days I felt very miserable, distressed and listless, with crying fits. When this was over I felt very happy, although there was no special reason.",joy
27305,zoo erg moe he maar wel lekker cadeautjes gekregen by ,surprise
27306,Finding out my best friend cannot go to the English lectures.,sadness
27307,Several good friends made me a surprise visit and this made me happy.  They are my closest friends and we had not seen each other for a long time.,joy
27308," Yes , why ? ",neutral
27309,Thank God for DVR. I have to work and miss the Victoria's secret fashion show! #ilovepink!,sadness
27310,He looks offended when I tell him he is perceived as a man 's man . ,anger
27311,It was only the second occasion ever in which bankers had been summoned and reflected both the high degree of public outrage and government embarrassment over the spate of recent financial scandals . ,shame
27312,"My God, my Life, and my man = endurance: physically, mentally, emotionally, and of course spiritually.    #peace",joy
27313,"To tell you the truth , I was n't at all pleased about Russell sitting in the same coach with us . ",joy
27314, we were planning on walking both ways since the weather is still nice . ,neutral
27315,"Special for a special someone at @blindboys Christmas Show on Wednesday, December 14th! You won't want to miss this!",surprise
27316,"Last year I had a friend visiting me for several days. The only thing he did was sleeping, drinking, taking pills and thinking only about himself.",anger
27317,"I drowned my sorrows on the school goalposts , as football was banned . ",sadness
27318, First we will go to the city centre and stop for something to drink . Then we will visit the University Museum . ,neutral
27319,"I really,really,really need to read again one of my dear Jane Austen's novels. Unfortunately,I am already reading two book for uni. ",sadness
27320,Nothing happened -- not that she 'd really thought anything would -- although there was a nervous tingle in her fingers . ,fear
27321,Not a good few days by any means  #sadness #heartbreak never felt so alone in my entire life compared to right now…. #wtf #fml,anger
27322,"@o_OiSeeUTweetin I dont know, is it due tomorrow? and oh boy I know im in for a treat ",surprise
27323,Hope @ginarees is as excited for tomorrow as I am ,surprise
27324,There was real anguish in his eyes . ,sadness
27325,Mom wont let me watch the game cuz she thinks i need rest. i dont get half the rest i need anyway ,sadness
27326,Sittin at the house.. On a Friday night ,joy
27327,"Still running around, preparing for tomorrow. Don't tell anyone but, I fooled my students hehe.",surprise
27328," no , why ? ",neutral
27329,just texted a higher-ranking officer than I and asked if it would be okay for me to replace him...   ,fear
27330,"Hate my brothers playing super mario bros with the sound on full, what a horrid way to wake up ",anger
27331,@ajbee I was at work. At gym now then writing a 2-page paper before bed. Tomorrow is an 11-hour shift at the mall. =P You?,joy
27332,When my parents complimented me very nicely on something.,joy
27333,@Shannon_McHugh glad I'm not alone! I'm not sleeping tonight!! ,joy
27334,Just got home from work and there isn't a @jessexe in sight. But he did leave me a DRKGB CD and made my bed. #whataniceyoungman,sadness
27335,"The girls exchanged nervous glances , thinking that it must be Miss Hardbroom come to reprimand them for being out of bed . ",fear
27336,Ja nu thuis van werken moe en morgen leren een uur pas school ,joy
27337,Is there like...an award show on or something? People are upset. #hostility,anger
27338,Listening to Jackson 5 xmas songs! Filled with  and for this #merry christmas season :),joy
27339,OAP women DOMINATE the Post Office queue &amp; guard it with their lives. ,fear
27340,"Instead , I made my way back along the sand , watching some evidently exhilarated surfers . ",joy
27341,this may actually be the true definition of &quot;@vintagececilia: I'm so mad at the idea of you.&quot;,anger
27342,More stoked to nerd it up on Twitter anticipating live @OfficialPWG results.,fear
27343,"She looked at the crumpled figure who was fighting for breath on the pillow , perspiration pouring down his anguished face . ",sadness
27344,Today starts 25 days of Christmas yall! ❤,joy
27345,@dmoney0044 @devf1sk5 late night practices are the best when you realize that you have 3 test &amp; 1 quiz to study for &amp; it's 10:00... ,joy
27346,Can't wait till this weekend yo ,joy
27347,When I got caught in the pouring rain last Thursday and did not have a raincoat on me.,anger
27348,"In order to be admitted to my final examination, I had to pass two examinations. As I had not studied very much, I resigned myself to be left behind. Nevertheless I succeeded in these examinations.",joy
27349,follows a pure thought like a shadow that never leaves.~Buddha #quote rt @SoulHeartPart,joy
27350,@TheBodyShopUK having all the family who lived scattered about the uk all meet at mum &amp; dads for the best family day and Christmas meal ,joy
27351,"Can't move seats, so I'm just sitting back here in the back of the room by myself. ",joy
27352,After the term exams I happened to meet a person that I respect and of whom I think very highly. It was nice that although we see each other rarely he had not forgotten me.,joy
27353," I enjoy outdoors, swimming, and really engaging activities, not just computers and games like everyone thinks I do.",surprise
27354,"....... THE CHAMP IS HERE ......... (Josh, never fails to amaze!) madd love for my little MAN.  Great f'n day altogether.  ",joy
27355,She was not nervous of Martin Bean . ,fear
27356,False Evidence Appearing Real ,fear
27357,"That the triumphing of the wicked is short, and the joy of the hypocrite but for a moment?& 20:5 (KJV) ",joy
27358," IF you DO piss of young hot mark wahlberg, your dogs head will get cut off and put thru the doggy door... ",fear
27359,At home sick and today is the day they decide to test the fire alarms in my apartment building  ,anger
27360,Polanski had received notices of similar disquiet over his films . ,fear
27361,Dancing during Rent rehearsal tonight. ,fear
27362,Anxiety. The elephant in the room that scares me shitless. ,fear
27363,@RevdRoy they're not making it?!!! But why. Why would they give us hope then not make it?. I mean that's just cruel. ,disgust
27364,aww. i hear mario kart being played downstairs by the homies as i continue to study for finals. ,sadness
27365,I am a school teacher. At a teacher-parent meeting I received a good deal of positive feed-back on my work both from the parents and through them from the pupils.,joy
27366,Eww hair stuck on bathroom stall with split ends!!! ,disgust
27367,is the flag you fly when the Prince of Peace is in residence within your heart.&quot; #FollowJesus,joy
27368,@TheBodyShopUK my son who is 2 weeks old today brings me tremendous ,joy
27369,I miss having a smart phone. I hate have to do everything myself.  #laziness,sadness
27370,Fuck all of y'all we ignore feelings here ,fear
27371,“@TakeyaMan_24 &lt;~~~~ If she worth some den she definitely worth some #effort”*** ard #Wale,anger
27372,"Very upset about my fluctuating twitter follower count. When I'm just bout to hit 100 it drops a little. Oh well, work calls ",joy
27373,I'm soooooo ready for Valentine's Day got something VERY special planned ,surprise
27374,Who could hurt a baby?! Just heard a little 7 year old was found in a dumpster ,sadness
27375,"I'm so sweet, I spent 4 and a half hours cleaning  and doing all of my babys laundry. He doesn't know, !! Lol",surprise
27376, But you agreed to go out with me at last . ,joy
27377,I didn't know its happening today. 2011 Wakepark World Cup in Al Forsan. Oh shoot! ,sadness
27378,Knippen en plakken met een mac is toch makkelijker dan met lijm en papier  ,surprise
27379,A &quot;Free Spirit&quot; is someone who wants to act like a whore and fool around with whoever is giving you the most compliments this week. ,disgust
27380,"@PortDouglasSK Gorgeous  morning, isn't it? No people in the pic? @jaydeem wants to see muscle shirts &amp; slabs.",surprise
27381,has ANYONE received their Dec @birchbox??? the suspense is killing me! =) i already saw the sneak peek of the hot pink gloss! =) ,surprise
27382,One time I set up my journey at night going to a certain bar. On the way I met my friends and they told me that two people had died because of heavy fighting. I proceeded on but with fear.,fear
27383,"We were all sad it was over "" . ",sadness
27384,watching yesterday night's episode of @SNL and flipped out when @JonHuntsman came on the weekend update with @sethmeyers21. ,surprise
27385," Fine , then ! If that ’ s the way you feel , so be it . But you ’ re losing out on a great opportunity here . I ’ m going to go hit up Mum for the cash . ",anger
27386,@amhish Live Show 3 too Kryptonizing to sleep well. I made a few posters of @MrChrisRene Enjoy the of the #Music he gives,joy
27387,Wrapping gifts. Love wrapping gifts!  ,joy
27388,Fighting every urge to rip these stitches out. ,anger
27389,Nick just officially left for Tennessee. ,sadness
27390, So I hear . ,neutral
27391,Some tiny details give us happiness more than we expect. ,joy
27392,@TheBodyShopUK to me is wrapping all of my babies Christmas presents as its his 1st Christmas this year. SO excited x,joy
27393,A murder.,anger
27394,Sterke koffie en de onschuldig / melancholieke jaren '60 sound van de  houden me op de been tijdens het bouwen ...,surprise
27395,"physical therapy starts today, for the next three months. ",joy
27396,".i feel like a brand new person , nt boud to let nobdy steal my today =)",joy
27397,But now she looked excited . ,joy
27398,I'd probably explode into a jillion pieces from the inablility to contain all of my if I had a Whataburger patty melt right now. #drool,joy
27399, Oooo . This sounds serious . ,sadness
27400,After my step son went to sleep I took his car and drove it around town until he was almost on empty. ,surprise
27401,"@DJGemmaFurbank Lucky girl.. My job is the epitome of dullness, with the added extra of standing in the freezing cold.....!!!! #brrrrrr",joy
27402," Uh , yes . ",neutral
27403,I Remember When Yu Feeld My Heart Wit ,joy
27404,My sister is home for the next week ,joy
27405, Big head ! ,neutral
27406,"Ang lungkot lang. Alam mong may BV sayo, andaming gawain, tapos mukhang sad and makakarelate pa ako sa The Distance To Andromeda. ",sadness
27407,"She looked at the crumpled figure who was fighting for breath on the pillow , perspiration pouring down his anguished face . ",sadness
27408, Umm . I think my water just broke ! Get me to a hospital ! ,fear
27409,"I was joyful when I received a present (2 books and a pencil) from the headmaster in standard 6 because I had passed, I became No 1 and he said I was one of the pupils who had good behaviour.",joy
27410, My stress level is pretty much what is usually is . ,sadness
27411,Omg cnt wait till this up comming week ! ,surprise
27412,How bout that! “@MrWestPhilly35: would'nt feel so good if it was'nt for PAIN!”,joy
27413,"When I got through the examination for my driver licence, and when I finished I knew I had passed it.",joy
27414,When I heard that my step-mother had treated my mother in a wrong manner.,anger
27415, The radio has too many comercials . ,neutral
27416,Spread some to those less fortunate this season- donate meals to @fitzeefoods' food drive! Stop by their Pt. Loma location thru Dec.!,joy
27417,All this for our king! We could join and sing.... Ohhhh Praise Him! He is holy! Hallelujah!   ,joy
27418,"@JustLetMeSwag ;And how ama supposed to know?! :L stupid, can ya just go and practice rapping super bass and tell me how it goes :D ",joy
27419,Wrestling season... I officially have no life. ,joy
27420,Omo pastorRT @MorpheusEnt: The fear of the  is the beginning of wisdom...doing His will connotes His ,fear
27421,I love when people come at me all hype and I show them how much of an idiot they just made themselves seem and they instantly stfu ,joy
27422,@Erinn_Liz the part you didn't guess is that wrapping paper will be the only thing i'm wearing ;) ,surprise
27423,"The rest of my family leaves to go to florida today, and I'm stuck in the snow writing exams ",sadness
27424, She ’ s 18 . ,neutral
27425,En fait finalement je part plus seule en Australie : un pote du Roller m'accompagne ! ,surprise
27426,A woman worth sum is most definitely worth sum #Effort,anger
27427, Do you come from a country where they shake hands ? ,neutral
27428,@Harry_Styles you're such an individual despite the fact you are in a boy band. i think thats why i love you!! shit  #onedirection,surprise
27429,The process of spotting and refusing to obey it is the source of all true #empowerment. -Martha Beck,fear
27430,@ManonTYGA :P .. Enfet c'est pas vraiment une mais bon .. J'ai acheter une #Snapback #LastKings &amp; j'ai penser a toi direct :$,surprise
27431,"ok so maybe tonight i will sleep after i watch a movie, but then  i have to get up @ 5am.  ;)",joy
27432, You're going to do great . And you're going to look great . ,joy
27433,I am determined to practice deep listening. I am determined to practice loving speech. by T. Nhat Hanh ,joy
27434,"time for bed, work tomorrow. ",joy
27435,I'm pretty bored right now! Great way to spend the weekend at the house/:...... ,joy
27436,I made a Logan's Run reference joke this morning and no one got it #feelsold,sadness
27437,@chrisbharrison  might just be my all-time favorite game show! What an awesome concept!  LOVE!!!,joy
27438,Easter holiday - I had been working weekends and had just left.,joy
27439,"&quot;Melodies from heaven, rain down on me, rain down on me! Take me in your arms and hold me close! Rain down on me&quot; @kirkfranklin,  :)",joy
27440,i am confident of this.. that i will see YOUR goodness while i am alive. ,joy
27441," may endure for the night, but comes in the morning!",joy
27442,I was really angry when the President general of was arrested by policemen.,anger
27443,Omg speed up so it'll hurt more when I jump out tw fuckin car '!!!!! issues,anger
27444,When a student of mine (at music) performed and played remarkably well.,joy
27445,"@Siktouch hahahaha, much as I would LOVE to I have meetings pretty much all day. ",sadness
27446,As the week went on I got more and more anguished telegrams from home telling me to conclude the deal and come home . ,sadness
27447," have a great time in Boston seeing @TrueAlexLambert   Anyone down for some good music , give @TrueAlexLambert  a follow. ",surprise
27448,"Op donderdag 1,vrijdag 2 en zaterdag 3 december dagen met 25% korting op de hele kollektie m.u.v.feestkleding en My best jeans.",surprise
27449,"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
27450,High as hell in monkey joes with my lil bro and his friends ._. ,joy
27451,I was at home alone and my mother had asked me to heat the house. I put too much fuel into the stove. It began to glow and there was a noise in the whole house as if it was going to explode.,fear
27452,"Wasdroger piept. Als ik dan toch naar zolder loop, kan ik net zo goed wat strijkwerk werkwerken.",joy
27453, Well in the meantime you are a biohazard ! I didn ’ t get it when I was a kid and I ’ Ve heard that you can even die if you get it as an adult ! ,fear
27454,i like to turn the volume all the way up in my parents' suburban and change the satellite to dance music before i turn it off. ,surprise
27455, We're waiting in line to get one of Master Li's Chinese couplets . I got one last year and I had good luck all year ! ,joy
27456,need to fall asleep fast before @morgan_conley1 starts her rampage of snoring. ,joy
27457,"When I am discussing something with a person and I realize that the other person is thinking over her own argumentations instead of listening, I become angry.",anger
27458,Why did the younger son feel DRIVEN to DEMAND his Inheritance ? Too much pressure from the SELF CENTRED Elder Brother ? Luke 15:11: 32,joy
27459,"Julia 's questions about the line the defence lawyers were taking were as acute as anything she had ever asked David , and they filled him with relieved delight . ",joy
27460,Our meet hasnt even started yet.. 45 minutes late ,joy
27461,How are you ? ,neutral
27462,Had sooo much fun working tonight! Catching people stealing and watching mall fights! (:,joy
27463,"Being insulted in front of my parents, and they believed other people (those insulting me).",anger
27464, Yes . ,neutral
27465,We absolutely LOVED &quot;The Muppets.&quot; Highly recommend - had much laughter and plain old good fun! I felt like a child again!  ,joy
27466,Jamming to Pandora...trying to bring some light to my bday weekend...I really wish I was able to go home and be with my family..,sadness
27467,"Just bought 6 usless cups from a little boy , could anyone guess their price? ",surprise
27468,Can't wait to squat today... ,joy
27469,The average adult spends four years of their life suffering from a hangover that is @KellyMcQuaid4 and @lisa_shanley today ha ha!! ,fear
27470,It was when my father was taken into detention by the CIDS for two years for a reason I don't know up to now.,sadness
27471, Thank you for you help . ,joy
27472,"In the last three hours, I have rearranged my ENTIRE house. And now I'll spend the next three hours putting it all back together. ",joy
